property_id	tool	suite	target_id	query_or_lemma	property_kind	expected_status
tam-fixed-replay-dedup_decision_single_use	tamarin-prover	fixed-replay	dedup_decision_single_use	dedup_decision_single_use	regression	verified
tam-fixed-replay-dedup_outcomes_exclusive	tamarin-prover	fixed-replay	dedup_outcomes_exclusive	dedup_outcomes_exclusive	regression	verified
tam-fixed-replay-normal_distinct_batch_complete	tamarin-prover	fixed-replay	normal_distinct_batch_complete	normal_distinct_batch_complete	non_vacuity	verified
tam-fixed-replay-normal_distinct_fail_slot1_exists	tamarin-prover	fixed-replay	normal_distinct_fail_slot1_exists	normal_distinct_fail_slot1_exists	non_vacuity	verified
tam-fixed-replay-normal_distinct_fail_slot2_exists	tamarin-prover	fixed-replay	normal_distinct_fail_slot2_exists	normal_distinct_fail_slot2_exists	non_vacuity	verified
tam-fixed-replay-batch_fail_complete_exclusive	tamarin-prover	fixed-replay	batch_fail_complete_exclusive	batch_fail_complete_exclusive	regression	verified
tam-fixed-replay-state_consumed_on_duplicate_fail	tamarin-prover	fixed-replay	state_consumed_on_duplicate_fail	state_consumed_on_duplicate_fail	regression	verified
tam-fixed-impact-accept_output_has_same_time_accept	tamarin-prover	fixed-impact	accept_output_has_same_time_accept	accept_output_has_same_time_accept	structural_result	verified
tam-fixed-impact-receiver_accept_has_output	tamarin-prover	fixed-impact	receiver_accept_has_output	receiver_accept_has_output	structural_result	verified
tam-fixed-impact-receiver_accept_has_unique_output	tamarin-prover	fixed-impact	receiver_accept_has_unique_output	receiver_accept_has_unique_output	direct_theorem	verified
tam-fixed-impact-accept_id_unique	tamarin-prover	fixed-impact	accept_id_unique	accept_id_unique	direct_theorem	verified
tam-fixed-impact-install_has_prior_accept	tamarin-prover	fixed-impact	install_has_prior_accept	install_has_prior_accept	structural_result	verified
tam-fixed-impact-install_session_has_interface_origin	tamarin-prover	fixed-impact	install_session_has_interface_origin	install_session_has_interface_origin	structural_result	verified
tam-fixed-impact-install_from_accept_has_session	tamarin-prover	fixed-impact	install_from_accept_has_session	install_from_accept_has_session	structural_result	verified
tam-fixed-impact-install_event_has_single_source	tamarin-prover	fixed-impact	install_event_has_single_source	install_event_has_single_source	structural_result	verified
tam-fixed-impact-install_handle_unique	tamarin-prover	fixed-impact	install_handle_unique	install_handle_unique	direct_theorem	verified
tam-fixed-impact-accept_output_installed_at_most_once	tamarin-prover	fixed-impact	accept_output_installed_at_most_once	accept_output_installed_at_most_once	direct_theorem	verified
tam-fixed-impact-distinct_accept_sources_have_distinct_handles	tamarin-prover	fixed-impact	distinct_accept_sources_have_distinct_handles	distinct_accept_sources_have_distinct_handles	direct_theorem	verified
tam-fixed-impact-install_requires_batch_complete	tamarin-prover	fixed-impact	install_requires_batch_complete	install_requires_batch_complete	structural_result	verified
tam-fixed-impact-consumer_complete_requires_all_outputs_installed	tamarin-prover	fixed-impact	consumer_complete_requires_all_outputs_installed	consumer_complete_requires_all_outputs_installed	structural_result	verified
tam-fixed-impact-consumer_complete_single_use	tamarin-prover	fixed-impact	consumer_complete_single_use	consumer_complete_single_use	conditional_C_install_v2	verified
tam-fixed-impact-no_install_after_consumer_close	tamarin-prover	fixed-impact	no_install_after_consumer_close	no_install_after_consumer_close	conditional_C_install_v2	verified
tam-fixed-impact-normal_one_accept_one_install	tamarin-prover	fixed-impact	normal_one_accept_one_install	normal_one_accept_one_install	non_vacuity	verified
tam-fixed-impact-normal_consumer_complete	tamarin-prover	fixed-impact	normal_consumer_complete	normal_consumer_complete	non_vacuity	falsified
tam-fixed-impact-one_send_two_accepts_two_installs_exists	tamarin-prover	fixed-impact	one_send_two_accepts_two_installs_exists	one_send_two_accepts_two_installs_exists	blocked_attack_witness_regression	falsified
tam-fixed-impact-unique_install_within_completed_consumer	tamarin-prover	fixed-impact	unique_install_within_completed_consumer	unique_install_within_completed_consumer	direct_theorem	verified
tam-fixed-impact-normal_single_accept	tamarin-prover	fixed-impact	normal_single_accept	normal_single_accept	non_vacuity	verified
tam-fixed-impact-normal_batch_complete	tamarin-prover	fixed-impact	normal_batch_complete	normal_batch_complete	non_vacuity	verified
tam-fixed-impact-one_send_two_accepts_exists	tamarin-prover	fixed-impact	one_send_two_accepts_exists	one_send_two_accepts_exists	blocked_attack_witness_regression	falsified
tam-fixed-impact-same_message_accepted_at_most_once	tamarin-prover	fixed-impact	same_message_accepted_at_most_once	same_message_accepted_at_most_once	direct_theorem	verified
tam-fixed-impact-full_message_unique_send	tamarin-prover	fixed-impact	full_message_unique_send	full_message_unique_send	direct_theorem	verified
tam-fixed-impact-receiver_accept_has_sender	tamarin-prover	fixed-impact	receiver_accept_has_sender	receiver_accept_has_sender	structural_result	verified
tam-fixed-impact-injective_receiver_accept	tamarin-prover	fixed-impact	injective_receiver_accept	injective_receiver_accept	direct_theorem	verified
tam-fixed-impact-slot_indices_distinct	tamarin-prover	fixed-impact	slot_indices_distinct	slot_indices_distinct	regression	verified
tam-fixed-impact-process_requires_slot_added	tamarin-prover	fixed-impact	process_requires_slot_added	process_requires_slot_added	regression	verified
tam-fixed-impact-process_requires_seal	tamarin-prover	fixed-impact	process_requires_seal	process_requires_seal	regression	verified
tam-fixed-impact-complete_requires_all_slots_processed	tamarin-prover	fixed-impact	complete_requires_all_slots_processed	complete_requires_all_slots_processed	regression	verified
tam-fixed-impact-no_add_after_seal	tamarin-prover	fixed-impact	no_add_after_seal	no_add_after_seal	regression	verified
tam-fixed-impact-no_accept_after_close	tamarin-prover	fixed-impact	no_accept_after_close	no_accept_after_close	regression	verified
tam-fixed-impact-batch_complete_consumes_state	tamarin-prover	fixed-impact	batch_complete_consumes_state	batch_complete_consumes_state	regression	verified
tam-fixed-impact-batch_fail_consumes_state	tamarin-prover	fixed-impact	batch_fail_consumes_state	batch_fail_consumes_state	regression	verified
tam-fixed-impact-batch_end_token_single_use	tamarin-prover	fixed-impact	batch_end_token_single_use	batch_end_token_single_use	regression	verified
tam-fixed-impact-receiver_state_single_batch	tamarin-prover	fixed-impact	receiver_state_single_batch	receiver_state_single_batch	regression	verified
tam-fixed-impact-receiver_state_single_batch_end	tamarin-prover	fixed-impact	receiver_state_single_batch_end	receiver_state_single_batch_end	regression	verified
tam-fixed-impact-duplicate_batch_fail_exists	tamarin-prover	fixed-impact	duplicate_batch_fail_exists	duplicate_batch_fail_exists	non_vacuity	verified
tam-fixed-impact-duplicate_detected_before_any_accept	tamarin-prover	fixed-impact	duplicate_detected_before_any_accept	duplicate_detected_before_any_accept	direct_theorem	verified
tam-fixed-impact-duplicate_batch_has_no_accept	tamarin-prover	fixed-impact	duplicate_batch_has_no_accept	duplicate_batch_has_no_accept	direct_theorem	verified
tam-fixed-impact-duplicate_batch_has_no_accept_output	tamarin-prover	fixed-impact	duplicate_batch_has_no_accept_output	duplicate_batch_has_no_accept_output	direct_theorem	verified
tam-fixed-impact-duplicate_batch_has_no_install	tamarin-prover	fixed-impact	duplicate_batch_has_no_install	duplicate_batch_has_no_install	direct_theorem	verified
tam-fixed-impact-process_requires_dedup_pass	tamarin-prover	fixed-impact	process_requires_dedup_pass	process_requires_dedup_pass	regression	verified
tam-fixed-impact-dedup_pass_messages_distinct	tamarin-prover	fixed-impact	dedup_pass_messages_distinct	dedup_pass_messages_distinct	regression	verified
tam-fixed-impact-dedup_decision_single_use	tamarin-prover	fixed-impact	dedup_decision_single_use	dedup_decision_single_use	regression	verified
tam-fixed-impact-dedup_outcomes_exclusive	tamarin-prover	fixed-impact	dedup_outcomes_exclusive	dedup_outcomes_exclusive	regression	verified
tam-fixed-impact-normal_distinct_batch_complete	tamarin-prover	fixed-impact	normal_distinct_batch_complete	normal_distinct_batch_complete	non_vacuity	verified
tam-fixed-impact-normal_distinct_consumer_complete	tamarin-prover	fixed-impact	normal_distinct_consumer_complete	normal_distinct_consumer_complete	non_vacuity	verified
tam-fixed-impact-normal_distinct_fail_slot1_exists	tamarin-prover	fixed-impact	normal_distinct_fail_slot1_exists	normal_distinct_fail_slot1_exists	non_vacuity	verified
tam-fixed-impact-normal_distinct_fail_slot2_exists	tamarin-prover	fixed-impact	normal_distinct_fail_slot2_exists	normal_distinct_fail_slot2_exists	non_vacuity	verified
tam-fixed-impact-batch_fail_complete_exclusive	tamarin-prover	fixed-impact	batch_fail_complete_exclusive	batch_fail_complete_exclusive	regression	verified
tam-fixed-impact-state_consumed_on_duplicate_fail	tamarin-prover	fixed-impact	state_consumed_on_duplicate_fail	state_consumed_on_duplicate_fail	regression	verified
tam-fixed-impact-no_consumer_after_failed_batch	tamarin-prover	fixed-impact	no_consumer_after_failed_batch	no_consumer_after_failed_batch	direct_theorem	verified
tam-v6-executable_add_slot	tamarin-prover	v6	executable_add_slot	executable_add_slot	non_vacuity	verified
tam-v6-executable_seal_batch	tamarin-prover	v6	executable_seal_batch	executable_seal_batch	non_vacuity	verified
tam-v6-executable_process_slot	tamarin-prover	v6	executable_process_slot	executable_process_slot	non_vacuity	verified
tam-v6-executable_batch_complete	tamarin-prover	v6	executable_batch_complete	executable_batch_complete	non_vacuity	verified
tam-v6-executable_batch_fail	tamarin-prover	v6	executable_batch_fail	executable_batch_fail	non_vacuity	verified
tam-v6-process_requires_slot_added	tamarin-prover	v6	process_requires_slot_added	process_requires_slot_added	regression	verified
tam-v6-process_requires_seal	tamarin-prover	v6	process_requires_seal	process_requires_seal	regression	verified
tam-v6-complete_requires_seal	tamarin-prover	v6	complete_requires_seal	complete_requires_seal	regression	verified
tam-v6-fail_requires_seal	tamarin-prover	v6	fail_requires_seal	fail_requires_seal	regression	verified
tam-v6-batch_complete_consumes_state	tamarin-prover	v6	batch_complete_consumes_state	batch_complete_consumes_state	regression	verified
tam-v6-batch_fail_consumes_state	tamarin-prover	v6	batch_fail_consumes_state	batch_fail_consumes_state	regression	verified
tam-v6-batch_end_token_single_use	tamarin-prover	v6	batch_end_token_single_use	batch_end_token_single_use	regression	verified
tam-v6-batch_fail_complete_exclusive	tamarin-prover	v6	batch_fail_complete_exclusive	batch_fail_complete_exclusive	regression	verified
tam-v6-slot_origin_without_early_compromise	tamarin-prover	v6	slot_origin_without_early_compromise	slot_origin_without_early_compromise	structural_result	verified
tam-v6-slot_key_known_requires_exception	tamarin-prover	v6	slot_key_known_requires_exception	slot_key_known_requires_exception	structural_result	verified
tam-v6-partnered_slot_key_not_attacker_known_without_early_compromise	tamarin-prover	v6	partnered_slot_key_not_attacker_known_without_early_compromise	partnered_slot_key_not_attacker_known_without_early_compromise	direct_theorem	verified
tam-v7-executable_four_slots_added	tamarin-prover	v7	executable_four_slots_added	executable_four_slots_added	non_vacuity	verified
tam-v7-executable_seal_batch	tamarin-prover	v7	executable_seal_batch	executable_seal_batch	non_vacuity	verified
tam-v7-executable_four_slots_processed	tamarin-prover	v7	executable_four_slots_processed	executable_four_slots_processed	non_vacuity	verified
tam-v7-executable_batch_complete	tamarin-prover	v7	executable_batch_complete	executable_batch_complete	non_vacuity	verified
tam-v7-executable_batch_fail	tamarin-prover	v7	executable_batch_fail	executable_batch_fail	non_vacuity	verified
tam-v7-seal_requires_all_slots_added	tamarin-prover	v7	seal_requires_all_slots_added	seal_requires_all_slots_added	regression	verified
tam-v7-process_requires_slot_added	tamarin-prover	v7	process_requires_slot_added	process_requires_slot_added	regression	verified
tam-v7-process_requires_seal	tamarin-prover	v7	process_requires_seal	process_requires_seal	regression	verified
tam-v7-complete_requires_seal	tamarin-prover	v7	complete_requires_seal	complete_requires_seal	regression	verified
tam-v7-fail_requires_seal	tamarin-prover	v7	fail_requires_seal	fail_requires_seal	regression	verified
tam-v7-complete_requires_all_slots_done	tamarin-prover	v7	complete_requires_all_slots_done	complete_requires_all_slots_done	regression	verified
tam-v7-complete_requires_all_added_slots_processed	tamarin-prover	v7	complete_requires_all_added_slots_processed	complete_requires_all_added_slots_processed	regression	verified
tam-v7-no_add_after_seal	tamarin-prover	v7	no_add_after_seal	no_add_after_seal	regression	verified
tam-v7-no_add_after_complete	tamarin-prover	v7	no_add_after_complete	no_add_after_complete	regression	verified
tam-v7-no_add_after_fail	tamarin-prover	v7	no_add_after_fail	no_add_after_fail	regression	verified
tam-v7-no_slot_accept_after_complete	tamarin-prover	v7	no_slot_accept_after_complete	no_slot_accept_after_complete	regression	verified
tam-v7-no_slot_accept_after_fail	tamarin-prover	v7	no_slot_accept_after_fail	no_slot_accept_after_fail	regression	verified
tam-v7-no_slot_accept_after_close	tamarin-prover	v7	no_slot_accept_after_close	no_slot_accept_after_close	regression	verified
tam-v7-batch_complete_consumes_state	tamarin-prover	v7	batch_complete_consumes_state	batch_complete_consumes_state	regression	verified
tam-v7-batch_fail_consumes_state	tamarin-prover	v7	batch_fail_consumes_state	batch_fail_consumes_state	regression	verified
tam-v7-batch_end_token_single_use	tamarin-prover	v7	batch_end_token_single_use	batch_end_token_single_use	regression	verified
tam-v7-batch_fail_complete_exclusive	tamarin-prover	v7	batch_fail_complete_exclusive	batch_fail_complete_exclusive	regression	verified
tam-v7-receiver_state_single_batch_end	tamarin-prover	v7	receiver_state_single_batch_end	receiver_state_single_batch_end	regression	verified
tam-v7-slot_origin	tamarin-prover	v7	slot_origin	slot_origin	structural_result	verified
pv-original-baseline-q01	proverif	proverif-original	BASELINE	queryk:session_key;event(HonestRun(k)).	non_vacuity	false
m4-pv-original-baseline-q01	proverif	proverif-original	BASELINE	queryk:session_key;event(HonestRun(k)).	scope_declaration	not_run_out_of_scope
pv-original-baseline-q02	proverif	proverif-original	BASELINE	queryA:agent,B:agent,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SendDone(A,B,s,k)).	falsified_universal_property	false
m4-pv-original-baseline-q02	proverif	proverif-original	BASELINE	queryA:agent,B:agent,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SendDone(A,B,s,k)).	scope_declaration	not_run_out_of_scope
pv-original-baseline-q03	proverif	proverif-original	BASELINE	queryA:agent,B:agent,sp:sender_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SenderPrekeyVerified(B,A,sp)).	structural_result	true
m4-pv-original-baseline-q03	proverif	proverif-original	BASELINE	queryA:agent,B:agent,sp:sender_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SenderPrekeyVerified(B,A,sp)).	scope_declaration	not_run_out_of_scope
pv-original-baseline-q04	proverif	proverif-original	BASELINE	queryA:agent,B:agent,rp:receiver_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(ReceiverLocalPrekeyUsed(B,A,rp)).	structural_result	true
m4-pv-original-baseline-q04	proverif	proverif-original	BASELINE	queryA:agent,B:agent,rp:receiver_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(ReceiverLocalPrekeyUsed(B,A,rp)).	scope_declaration	not_run_out_of_scope
pv-original-baseline-q05	proverif	proverif-original	BASELINE	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(SenderKey(A,B,s,k))==>false.	direct_theorem	true
m4-pv-original-baseline-q05	proverif	proverif-original	BASELINE	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(SenderKey(A,B,s,k))==>false.	scope_declaration	not_run_out_of_scope
pv-original-baseline-q06	proverif	proverif-original	BASELINE	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(ReceiverKey(B,A,s,k))==>false.	direct_theorem	true
m4-pv-original-baseline-q06	proverif	proverif-original	BASELINE	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(ReceiverKey(B,A,s,k))==>false.	scope_declaration	not_run_out_of_scope
pv-original-component-q01	proverif	proverif-original	COMPONENT	queryA:agent,B:agent,cts:skem_ct,Ks:shared_secret;event(SplitKemAccepted(B,A,cts,Ks))==>event(SenderSplitKemComponent(A,B,cts,Ks)).	structural_result	true
m4-pv-original-component-q01	proverif	proverif-original	COMPONENT	queryA:agent,B:agent,cts:skem_ct,Ks:shared_secret;event(SplitKemAccepted(B,A,cts,Ks))==>event(SenderSplitKemComponent(A,B,cts,Ks)).	scope_declaration	not_run_out_of_scope
pv-original-exception_choice-q01	proverif	proverif-original	EXCEPTION_CHOICE	queryk:session_key;event(HonestRun(k)).	non_vacuity	false
pv-original-exception_choice-q02	proverif	proverif-original	EXCEPTION_CHOICE	queryA:agent,B:agent,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SendDone(A,B,s,k)).	falsified_universal_property	false
pv-original-exception_choice-q03	proverif	proverif-original	EXCEPTION_CHOICE	queryA:agent,B:agent,sp:sender_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SenderPrekeyVerified(B,A,sp)).	structural_result	true
pv-original-exception_choice-q04	proverif	proverif-original	EXCEPTION_CHOICE	queryA:agent,B:agent,rp:receiver_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(ReceiverLocalPrekeyUsed(B,A,rp)).	structural_result	true
pv-original-exception_choice-q05	proverif	proverif-original	EXCEPTION_CHOICE	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(SenderKey(A,B,s,k))==>false.	falsified_universal_property	false
pv-original-exception_choice-q06	proverif	proverif-original	EXCEPTION_CHOICE	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(ReceiverKey(B,A,s,k))==>false.	falsified_universal_property	false
pv-original-exception_choice-q07	proverif	proverif-original	EXCEPTION_CHOICE	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(SenderKey(A,B,s,k))==>event(CompromiseKemSk(B))&&event(CompromiseReceiverEkemState(B))&&event(CompromiseReceiverSkemState(B)).	direct_theorem	true
pv-original-receiver_exception_classification-q01	proverif	proverif-original	RECEIVER_EXCEPTION_CLASSIFICATION	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(SenderKey(A,B,s,k))==>false.	direct_theorem	true
pv-original-receiver_exception_classification-q02	proverif	proverif-original	RECEIVER_EXCEPTION_CLASSIFICATION	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(ReceiverKey(B,A,s,k))==>false.	falsified_universal_property	false
pv-original-leak_sigsk_a-q01	proverif	proverif-original	LEAK_SIGSK_A	queryk:session_key;event(HonestRun(k)).	non_vacuity	false
pv-original-leak_sigsk_a-q02	proverif	proverif-original	LEAK_SIGSK_A	queryA:agent,B:agent,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SendDone(A,B,s,k)).	falsified_universal_property	false
pv-original-leak_sigsk_a-q03	proverif	proverif-original	LEAK_SIGSK_A	queryA:agent,B:agent,sp:sender_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SenderPrekeyVerified(B,A,sp)).	structural_result	true
pv-original-leak_sigsk_a-q04	proverif	proverif-original	LEAK_SIGSK_A	queryA:agent,B:agent,rp:receiver_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(ReceiverLocalPrekeyUsed(B,A,rp)).	structural_result	true
pv-original-leak_sigsk_a-q05	proverif	proverif-original	LEAK_SIGSK_A	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(SenderKey(A,B,s,k))==>false.	direct_theorem	true
pv-original-leak_sigsk_a-q06	proverif	proverif-original	LEAK_SIGSK_A	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(ReceiverKey(B,A,s,k))==>false.	falsified_universal_property	false
pv-original-leak_sigsk_b-q01	proverif	proverif-original	LEAK_SIGSK_B	queryk:session_key;event(HonestRun(k)).	non_vacuity	false
pv-original-leak_sigsk_b-q02	proverif	proverif-original	LEAK_SIGSK_B	queryA:agent,B:agent,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SendDone(A,B,s,k)).	falsified_universal_property	false
pv-original-leak_sigsk_b-q03	proverif	proverif-original	LEAK_SIGSK_B	queryA:agent,B:agent,sp:sender_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SenderPrekeyVerified(B,A,sp)).	structural_result	true
pv-original-leak_sigsk_b-q04	proverif	proverif-original	LEAK_SIGSK_B	queryA:agent,B:agent,rp:receiver_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(ReceiverLocalPrekeyUsed(B,A,rp)).	structural_result	true
pv-original-leak_sigsk_b-q05	proverif	proverif-original	LEAK_SIGSK_B	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(SenderKey(A,B,s,k))==>false.	direct_theorem	true
pv-original-leak_sigsk_b-q06	proverif	proverif-original	LEAK_SIGSK_B	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(ReceiverKey(B,A,s,k))==>false.	direct_theorem	true
pv-original-leak_sigsk_ab-q01	proverif	proverif-original	LEAK_SIGSK_AB	queryk:session_key;event(HonestRun(k)).	non_vacuity	false
pv-original-leak_sigsk_ab-q02	proverif	proverif-original	LEAK_SIGSK_AB	queryA:agent,B:agent,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SendDone(A,B,s,k)).	falsified_universal_property	false
pv-original-leak_sigsk_ab-q03	proverif	proverif-original	LEAK_SIGSK_AB	queryA:agent,B:agent,sp:sender_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SenderPrekeyVerified(B,A,sp)).	structural_result	true
pv-original-leak_sigsk_ab-q04	proverif	proverif-original	LEAK_SIGSK_AB	queryA:agent,B:agent,rp:receiver_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(ReceiverLocalPrekeyUsed(B,A,rp)).	structural_result	true
pv-original-leak_sigsk_ab-q05	proverif	proverif-original	LEAK_SIGSK_AB	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(SenderKey(A,B,s,k))==>false.	direct_theorem	true
pv-original-leak_sigsk_ab-q06	proverif	proverif-original	LEAK_SIGSK_AB	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(ReceiverKey(B,A,s,k))==>false.	falsified_universal_property	false
pv-original-leak_sigsk-q01	proverif	proverif-original	LEAK_SIGSK	queryk:session_key;event(HonestRun(k)).	non_vacuity	false
pv-original-leak_sigsk-q02	proverif	proverif-original	LEAK_SIGSK	queryA:agent,B:agent,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SendDone(A,B,s,k)).	falsified_universal_property	false
pv-original-leak_sigsk-q03	proverif	proverif-original	LEAK_SIGSK	queryA:agent,B:agent,sp:sender_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SenderPrekeyVerified(B,A,sp)).	structural_result	true
pv-original-leak_sigsk-q04	proverif	proverif-original	LEAK_SIGSK	queryA:agent,B:agent,rp:receiver_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(ReceiverLocalPrekeyUsed(B,A,rp)).	structural_result	true
pv-original-leak_sigsk-q05	proverif	proverif-original	LEAK_SIGSK	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(SenderKey(A,B,s,k))==>false.	direct_theorem	true
pv-original-leak_sigsk-q06	proverif	proverif-original	LEAK_SIGSK	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(ReceiverKey(B,A,s,k))==>false.	falsified_universal_property	false
pv-original-leak_kemsk-q01	proverif	proverif-original	LEAK_KEMSK	queryk:session_key;event(HonestRun(k)).	non_vacuity	false
pv-original-leak_kemsk-q02	proverif	proverif-original	LEAK_KEMSK	queryA:agent,B:agent,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SendDone(A,B,s,k)).	falsified_universal_property	false
pv-original-leak_kemsk-q03	proverif	proverif-original	LEAK_KEMSK	queryA:agent,B:agent,sp:sender_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SenderPrekeyVerified(B,A,sp)).	structural_result	true
pv-original-leak_kemsk-q04	proverif	proverif-original	LEAK_KEMSK	queryA:agent,B:agent,rp:receiver_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(ReceiverLocalPrekeyUsed(B,A,rp)).	structural_result	true
pv-original-leak_kemsk-q05	proverif	proverif-original	LEAK_KEMSK	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(SenderKey(A,B,s,k))==>false.	direct_theorem	true
pv-original-leak_kemsk-q06	proverif	proverif-original	LEAK_KEMSK	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(ReceiverKey(B,A,s,k))==>false.	direct_theorem	true
pv-original-leak_ekemsk-q01	proverif	proverif-original	LEAK_EKEMSK	queryk:session_key;event(HonestRun(k)).	non_vacuity	false
pv-original-leak_ekemsk-q02	proverif	proverif-original	LEAK_EKEMSK	queryA:agent,B:agent,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SendDone(A,B,s,k)).	falsified_universal_property	false
pv-original-leak_ekemsk-q03	proverif	proverif-original	LEAK_EKEMSK	queryA:agent,B:agent,sp:sender_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SenderPrekeyVerified(B,A,sp)).	structural_result	true
pv-original-leak_ekemsk-q04	proverif	proverif-original	LEAK_EKEMSK	queryA:agent,B:agent,rp:receiver_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(ReceiverLocalPrekeyUsed(B,A,rp)).	structural_result	true
pv-original-leak_ekemsk-q05	proverif	proverif-original	LEAK_EKEMSK	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(SenderKey(A,B,s,k))==>false.	direct_theorem	true
pv-original-leak_ekemsk-q06	proverif	proverif-original	LEAK_EKEMSK	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(ReceiverKey(B,A,s,k))==>false.	direct_theorem	true
pv-original-leak_rskemsk-q01	proverif	proverif-original	LEAK_RSKEMSK	queryk:session_key;event(HonestRun(k)).	non_vacuity	false
pv-original-leak_rskemsk-q02	proverif	proverif-original	LEAK_RSKEMSK	queryA:agent,B:agent,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SendDone(A,B,s,k)).	falsified_universal_property	false
pv-original-leak_rskemsk-q03	proverif	proverif-original	LEAK_RSKEMSK	queryA:agent,B:agent,sp:sender_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SenderPrekeyVerified(B,A,sp)).	structural_result	true
pv-original-leak_rskemsk-q04	proverif	proverif-original	LEAK_RSKEMSK	queryA:agent,B:agent,rp:receiver_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(ReceiverLocalPrekeyUsed(B,A,rp)).	structural_result	true
pv-original-leak_rskemsk-q05	proverif	proverif-original	LEAK_RSKEMSK	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(SenderKey(A,B,s,k))==>false.	direct_theorem	true
pv-original-leak_rskemsk-q06	proverif	proverif-original	LEAK_RSKEMSK	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(ReceiverKey(B,A,s,k))==>false.	falsified_universal_property	false
pv-original-leak_sskemsk-q01	proverif	proverif-original	LEAK_SSKEMSK	queryk:session_key;event(HonestRun(k)).	non_vacuity	false
pv-original-leak_sskemsk-q02	proverif	proverif-original	LEAK_SSKEMSK	queryA:agent,B:agent,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SendDone(A,B,s,k)).	falsified_universal_property	false
pv-original-leak_sskemsk-q03	proverif	proverif-original	LEAK_SSKEMSK	queryA:agent,B:agent,sp:sender_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SenderPrekeyVerified(B,A,sp)).	structural_result	true
